;CNPJ_CIA;DT_REFER;VERSAO;DENOM_CIA;CD_CVM;CATEG_DOC;ID_DOC;DT_RECEB;LINK_DOC;GRUPO_DFP;MOEDA;ESCALA_MOEDA;ORDEM_EXERC;DT_FIM_EXERC;CD_CONTA;DS_CONTA;VL_CONTA;ST_CONTA_FIXA;DT_INI_EXERC;COLUNA_DF;con_ind;tipo_dem;base
4645;33.376.989/0001-91;2021-12-31;1;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2021-12-31;4.02.04;Ganhos e perdas não realizadas com títulos e valores mobiliários - Controladas;-2948.0;N;2021-01-01;;DF Individual;Demonstração de Resultado Abrangente;dfp
4647;33.376.989/0001-91;2021-12-31;1;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2021-12-31;4.02.05;IR e CS relacionados aos componentes dos outros resultados abrangentes;65269.0;N;2021-01-01;;DF Individual;Demonstração de Resultado Abrangente;dfp
4649;33.376.989/0001-91;2021-12-31;1;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2021-12-31;4.02.06;Remensuração de obrigações de benefícios pós-emprego;48196.0;N;2021-01-01;;DF Individual;Demonstração de Resultado Abrangente;dfp
4651;33.376.989/0001-91;2021-12-31;1;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2021-12-31;4.02.07;Remensuração de obrigações de benefícios pós-emprego - Controladas;0.0;N;2021-01-01;;DF Individual;Demonstração de Resultado Abrangente;dfp
4653;33.376.989/0001-91;2021-12-31;1;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2021-12-31;4.02.08;Imposto de renda e contribuição social relacionados a benefícios pós-emprego;-19278.0;N;2021-01-01;;DF Individual;Demonstração de Resultado Abrangente;dfp
4655;33.376.989/0001-91;2021-12-31;1;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2021-12-31;4.03;Resultado Abrangente do Período;-779062.0;S;2021-01-01;;DF Individual;Demonstração de Resultado Abrangente;dfp
19931;33.376.989/0001-91;2021-12-31;1;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-12-31;3.01;Receitas das Operações;7987428.0;S;2021-01-01;;DF Consolidado;Demonstração do Resultado;dfp
19933;33.376.989/0001-91;2021-12-31;1;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-12-31;3.01.01;Operações de Seguros;0.0;S;2021-01-01;;DF Consolidado;Demonstração do Resultado;dfp
19935;33.376.989/0001-91;2021-12-31;1;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-12-31;3.01.01.01;Prêmios de Seguros Ganhos;0.0;S;2021-01-01;;DF Consolidado;Demonstração do Resultado;dfp
19937;33.376.989/0001-91;2021-12-31;1;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-12-31;3.01.01.02;Outras Receitas de Seguros;0.0;S;2021-01-01;;DF Consolidado;Demonstração do Resultado;dfp
19939;33.376.989/0001-91;2021-12-31;1;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-12-31;3.01.02;Operações de Resseguros;7435350.0;S;2021-01-01;;DF Consolidado;Demonstração do Resultado;dfp
19941;33.376.989/0001-91;2021-12-31;1;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-12-31;3.01.02.01;Prêmios de Resseguros Ganhos;7435350.0;S;2021-01-01;;DF Consolidado;Demonstração do Resultado;dfp
19943;33.376.989/0001-91;2021-12-31;1;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-12-31;3.01.02.02;Outras Receitas de Resseguros;0.0;S;2021-01-01;;DF Consolidado;Demonstração do Resultado;dfp
19945;33.376.989/0001-91;2021-12-31;1;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-12-31;3.01.03;Operações de Previdência Complementar;552078.0;S;2021-01-01;;DF Consolidado;Demonstração do Resultado;dfp
19947;33.376.989/0001-91;2021-12-31;1;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-12-31;3.01.03.01;Rendas de Contribuições Retidas;0.0;S;2021-01-01;;DF Consolidado;Demonstração do Resultado;dfp
19949;33.376.989/0001-91;2021-12-31;1;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-12-31;3.01.03.02;Variações das Provisões Técnicas;552078.0;S;2021-01-01;;DF Consolidado;Demonstração do Resultado;dfp
19951;33.376.989/0001-91;2021-12-31;1;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-12-31;3.01.03.03;Outras Receitas de Prev. Complementar;0.0;S;2021-01-01;;DF Consolidado;Demonstração do Resultado;dfp
19953;33.376.989/0001-91;2021-12-31;1;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-12-31;3.01.04;Operações de Capitalização;0.0;S;2021-01-01;;DF Consolidado;Demonstração do Resultado;dfp
19955;33.376.989/0001-91;2021-12-31;1;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-12-31;3.01.04.01;Receita Líquida com Títs. Capitalização;0.0;S;2021-01-01;;DF Consolidado;Demonstração do Resultado;dfp
19957;33.376.989/0001-91;2021-12-31;1;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-12-31;3.01.04.02;Variações das Provisões Técnicas;0.0;S;2021-01-01;;DF Consolidado;Demonstração do Resultado;dfp
19959;33.376.989/0001-91;2021-12-31;1;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-12-31;3.01.04.03;Outras Receitas de Capitalização;0.0;S;2021-01-01;;DF Consolidado;Demonstração do Resultado;dfp
19961;33.376.989/0001-91;2021-12-31;1;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-12-31;3.02;Sinistros e Despesas das Operações;-9564136.0;S;2021-01-01;;DF Consolidado;Demonstração do Resultado;dfp
19963;33.376.989/0001-91;2021-12-31;1;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-12-31;3.02.01;Operações de Seguros;0.0;S;2021-01-01;;DF Consolidado;Demonstração do Resultado;dfp
19965;33.376.989/0001-91;2021-12-31;1;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-12-31;3.02.01.01;Sinistros Retidos de Seguros;0.0;S;2021-01-01;;DF Consolidado;Demonstração do Resultado;dfp
19967;33.376.989/0001-91;2021-12-31;1;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-12-31;3.02.01.02;Despesas de Comercialização de Seguros;0.0;S;2021-01-01;;DF Consolidado;Demonstração do Resultado;dfp
19969;33.376.989/0001-91;2021-12-31;1;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-12-31;3.02.01.03;Outras Despesas de Seguros;0.0;S;2021-01-01;;DF Consolidado;Demonstração do Resultado;dfp
19971;33.376.989/0001-91;2021-12-31;1;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-12-31;3.02.02;Operações de Resseguros;-9564136.0;S;2021-01-01;;DF Consolidado;Demonstração do Resultado;dfp
19973;33.376.989/0001-91;2021-12-31;1;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-12-31;3.02.02.01;Sinistros Retidos de Resseguros;-8277362.0;S;2021-01-01;;DF Consolidado;Demonstração do Resultado;dfp
19975;33.376.989/0001-91;2021-12-31;1;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-12-31;3.02.02.02;Despesas de Comercialização de Resseguros;-253133.0;S;2021-01-01;;DF Consolidado;Demonstração do Resultado;dfp
19977;33.376.989/0001-91;2021-12-31;1;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-12-31;3.02.02.03;Outras Despesas de Resseguros;-1033641.0;S;2021-01-01;;DF Consolidado;Demonstração do Resultado;dfp
19979;33.376.989/0001-91;2021-12-31;1;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-12-31;3.02.03;Operações de Previdência Complementar;0.0;S;2021-01-01;;DF Consolidado;Demonstração do Resultado;dfp
19981;33.376.989/0001-91;2021-12-31;1;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-12-31;3.02.03.01;Despesas com Benefícios e Resgates;0.0;S;2021-01-01;;DF Consolidado;Demonstração do Resultado;dfp
19983;33.376.989/0001-91;2021-12-31;1;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-12-31;3.02.03.02;Despesas de Comercialização de Prev. Complementar;0.0;S;2021-01-01;;DF Consolidado;Demonstração do Resultado;dfp
19985;33.376.989/0001-91;2021-12-31;1;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-12-31;3.02.03.03;Outras Despesas de Prev. Complementar;0.0;S;2021-01-01;;DF Consolidado;Demonstração do Resultado;dfp
19987;33.376.989/0001-91;2021-12-31;1;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-12-31;3.02.04;Operações de Capitalização;0.0;S;2021-01-01;;DF Consolidado;Demonstração do Resultado;dfp
19989;33.376.989/0001-91;2021-12-31;1;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-12-31;3.02.04.01;Despesas com Resgates e Sorteios;0.0;S;2021-01-01;;DF Consolidado;Demonstração do Resultado;dfp
19991;33.376.989/0001-91;2021-12-31;1;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-12-31;3.02.04.02;Despesas de Comercialização de Op. de Capitalização;0.0;S;2021-01-01;;DF Consolidado;Demonstração do Resultado;dfp
19993;33.376.989/0001-91;2021-12-31;1;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-12-31;3.02.04.03;Outras Despesas de Op. de Capitalização;0.0;S;2021-01-01;;DF Consolidado;Demonstração do Resultado;dfp
19995;33.376.989/0001-91;2021-12-31;1;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-12-31;3.03;Resultado Bruto;-1576708.0;S;2021-01-01;;DF Consolidado;Demonstração do Resultado;dfp
19997;33.376.989/0001-91;2021-12-31;1;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-12-31;3.04;Despesas Administrativas;-419685.0;S;2021-01-01;;DF Consolidado;Demonstração do Resultado;dfp
19999;33.376.989/0001-91;2021-12-31;1;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-12-31;3.04.01;Despesas com Pessoal Próprio;0.0;S;2021-01-01;;DF Consolidado;Demonstração do Resultado;dfp
20001;33.376.989/0001-91;2021-12-31;1;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-12-31;3.04.01.05;Participações sobre o Resultado;0.0;N;2021-01-01;;DF Consolidado;Demonstração do Resultado;dfp
20003;33.376.989/0001-91;2021-12-31;1;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-12-31;3.04.02;Despesas com Serviços de Terceiros;-419685.0;S;2021-01-01;;DF Consolidado;Demonstração do Resultado;dfp
20005;33.376.989/0001-91;2021-12-31;1;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-12-31;3.04.02.01;Despesas administrativas;-389376.0;N;2021-01-01;;DF Consolidado;Demonstração do Resultado;dfp
20007;33.376.989/0001-91;2021-12-31;1;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-12-31;3.04.02.02;Despesas com tributos;-30309.0;N;2021-01-01;;DF Consolidado;Demonstração do Resultado;dfp
20009;33.376.989/0001-91;2021-12-31;1;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-12-31;3.04.03;Despesas com Localização e Funcionamento;0.0;S;2021-01-01;;DF Consolidado;Demonstração do Resultado;dfp
20011;33.376.989/0001-91;2021-12-31;1;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-12-31;3.04.04;Despesas com Publicidade e Propaganda;0.0;S;2021-01-01;;DF Consolidado;Demonstração do Resultado;dfp
20013;33.376.989/0001-91;2021-12-31;1;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-12-31;3.04.04.01;Despesas com tributos;0.0;N;2021-01-01;;DF Consolidado;Demonstração do Resultado;dfp
20015;33.376.989/0001-91;2021-12-31;1;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-12-31;3.04.05;Despesas com Tributos;0.0;S;2021-01-01;;DF Consolidado;Demonstração do Resultado;dfp
20017;33.376.989/0001-91;2021-12-31;1;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-12-31;3.04.06;Despesas com Publicações;0.0;S;2021-01-01;;DF Consolidado;Demonstração do Resultado;dfp
20019;33.376.989/0001-91;2021-12-31;1;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-12-31;3.04.07;Despesas com Donativos e Contribuições;0.0;S;2021-01-01;;DF Consolidado;Demonstração do Resultado;dfp
20021;33.376.989/0001-91;2021-12-31;1;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-12-31;3.04.07.01;Resultado com retrocessão;0.0;N;2021-01-01;;DF Consolidado;Demonstração do Resultado;dfp
20023;33.376.989/0001-91;2021-12-31;1;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-12-31;3.04.08;Outras Despesas Administrativas;0.0;S;2021-01-01;;DF Consolidado;Demonstração do Resultado;dfp
20025;33.376.989/0001-91;2021-12-31;1;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-12-31;3.05;Outras Receitas e Despesas Operacionais;-9161.0;S;2021-01-01;;DF Consolidado;Demonstração do Resultado;dfp
20027;33.376.989/0001-91;2021-12-31;1;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-12-31;3.06;Resultado de Equivalência Patrimonial;0.0;S;2021-01-01;;DF Consolidado;Demonstração do Resultado;dfp
20029;33.376.989/0001-91;2021-12-31;1;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-12-31;3.06.01;Receitas de Equivalência Patrimonial;0.0;S;2021-01-01;;DF Consolidado;Demonstração do Resultado;dfp
20031;33.376.989/0001-91;2021-12-31;1;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-12-31;3.06.01.01;Resultado patrimonial;0.0;N;2021-01-01;;DF Consolidado;Demonstração do Resultado;dfp
20033;33.376.989/0001-91;2021-12-31;1;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-12-31;3.06.02;Despesas de Equivalência Patrimonial;0.0;S;2021-01-01;;DF Consolidado;Demonstração do Resultado;dfp
20035;33.376.989/0001-91;2021-12-31;1;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-12-31;3.07;Resultado Antes do Resultado Financeiro e dos Tributos;-2005554.0;S;2021-01-01;;DF Consolidado;Demonstração do Resultado;dfp
20037;33.376.989/0001-91;2021-12-31;1;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-12-31;3.08;Resultado Financeiro;610089.0;S;2021-01-01;;DF Consolidado;Demonstração do Resultado;dfp
20039;33.376.989/0001-91;2021-12-31;1;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-12-31;3.08.01;Receitas Financeiras;2038700.0;S;2021-01-01;;DF Consolidado;Demonstração do Resultado;dfp
20041;33.376.989/0001-91;2021-12-31;1;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-12-31;3.08.01.01;Receitas Financeiras;2038700.0;N;2021-01-01;;DF Consolidado;Demonstração do Resultado;dfp
20043;33.376.989/0001-91;2021-12-31;1;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-12-31;3.08.02;Despesas Financeiras;-1428611.0;S;2021-01-01;;DF Consolidado;Demonstração do Resultado;dfp
20045;33.376.989/0001-91;2021-12-31;1;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-12-31;3.09;Resultado Antes dos Tributos sobre o Lucro;-1395465.0;S;2021-01-01;;DF Consolidado;Demonstração do Resultado;dfp
20047;33.376.989/0001-91;2021-12-31;1;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-12-31;3.10;Imposto de Renda e Contribuição Social sobre o Lucro;712764.0;S;2021-01-01;;DF Consolidado;Demonstração do Resultado;dfp
20049;33.376.989/0001-91;2021-12-31;1;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-12-31;3.10.01;Corrente;53014.0;S;2021-01-01;;DF Consolidado;Demonstração do Resultado;dfp
20051;33.376.989/0001-91;2021-12-31;1;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-12-31;3.10.02;Diferido;659750.0;S;2021-01-01;;DF Consolidado;Demonstração do Resultado;dfp
20053;33.376.989/0001-91;2021-12-31;1;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-12-31;3.11;Resultado Líquido das Operações Continuadas;-682701.0;S;2021-01-01;;DF Consolidado;Demonstração do Resultado;dfp
20055;33.376.989/0001-91;2021-12-31;1;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-12-31;3.12;Resultado Líquido de Operações Descontinuadas;0.0;S;2021-01-01;;DF Consolidado;Demonstração do Resultado;dfp
20057;33.376.989/0001-91;2021-12-31;1;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-12-31;3.12.01;Lucro/Prejuízo Líquido das Operações Descontinuadas;0.0;S;2021-01-01;;DF Consolidado;Demonstração do Resultado;dfp
20059;33.376.989/0001-91;2021-12-31;1;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-12-31;3.12.02;Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas;0.0;S;2021-01-01;;DF Consolidado;Demonstração do Resultado;dfp
20061;33.376.989/0001-91;2021-12-31;1;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-12-31;3.13;Lucro/Prejuízo Consolidado do Período;-682701.0;S;2021-01-01;;DF Consolidado;Demonstração do Resultado;dfp
20063;33.376.989/0001-91;2021-12-31;1;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-12-31;3.13.01;Atribuído a Sócios da Empresa Controladora;-682701.0;S;2021-01-01;;DF Consolidado;Demonstração do Resultado;dfp
20065;33.376.989/0001-91;2021-12-31;1;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-12-31;3.13.02;Atribuído a Sócios Não Controladores;0.0;S;2021-01-01;;DF Consolidado;Demonstração do Resultado;dfp
20067;33.376.989/0001-91;2021-12-31;1;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-12-31;3.99;Lucro por Ação - (R$ / Ação);0.0;N;2021-01-01;;DF Consolidado;Demonstração do Resultado;dfp
20069;33.376.989/0001-91;2021-12-31;1;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-12-31;3.99.01;Lucro Básico por Ação;0.0;N;2021-01-01;;DF Consolidado;Demonstração do Resultado;dfp
20071;33.376.989/0001-91;2021-12-31;1;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-12-31;3.99.01.01;ON;-0.54;N;2021-01-01;;DF Consolidado;Demonstração do Resultado;dfp
20073;33.376.989/0001-91;2021-12-31;1;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-12-31;3.99.01.02;PN;0.0;N;2021-01-01;;DF Consolidado;Demonstração do Resultado;dfp
20075;33.376.989/0001-91;2021-12-31;1;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-12-31;3.99.02;Lucro Diluído por Ação;0.0;N;2021-01-01;;DF Consolidado;Demonstração do Resultado;dfp
20077;33.376.989/0001-91;2021-12-31;1;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-12-31;3.99.02.01;ON;-0.54;N;2021-01-01;;DF Consolidado;Demonstração do Resultado;dfp
20079;33.376.989/0001-91;2021-12-31;1;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-12-31;3.99.02.02;PN;0.0;N;2021-01-01;;DF Consolidado;Demonstração do Resultado;dfp
32805;33.376.989/0001-91;2021-12-31;1;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-12-31;3.01;Receitas das Operações;7987428.0;S;2021-01-01;;DF Individual;Demonstração do Resultado;dfp
32807;33.376.989/0001-91;2021-12-31;1;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-12-31;3.01.01;Operações de Seguros;0.0;S;2021-01-01;;DF Individual;Demonstração do Resultado;dfp
32809;33.376.989/0001-91;2021-12-31;1;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-12-31;3.01.01.01;Prêmios de Seguros Ganhos;0.0;S;2021-01-01;;DF Individual;Demonstração do Resultado;dfp
32811;33.376.989/0001-91;2021-12-31;1;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-12-31;3.01.01.02;Outras Receitas de Seguros;0.0;S;2021-01-01;;DF Individual;Demonstração do Resultado;dfp
32813;33.376.989/0001-91;2021-12-31;1;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-12-31;3.01.02;Operações de Resseguros;7435350.0;S;2021-01-01;;DF Individual;Demonstração do Resultado;dfp
32815;33.376.989/0001-91;2021-12-31;1;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-12-31;3.01.02.01;Prêmios de Resseguros Ganhos;7435350.0;S;2021-01-01;;DF Individual;Demonstração do Resultado;dfp
32817;33.376.989/0001-91;2021-12-31;1;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-12-31;3.01.02.02;Outras Receitas de Resseguros;0.0;S;2021-01-01;;DF Individual;Demonstração do Resultado;dfp
32819;33.376.989/0001-91;2021-12-31;1;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2021-12-31;3.01.03;Operações de Previdência Complementar;552078.0;S;2021-01-01;;DF Individual;Demonstração do Resultado;dfp
